Date	0-10	15-10	30-10	45-10	60-10	75-10	90-10	105-10	120-10	135-10	150-10	165-10	180-10	195-10	210-10	225-10	240-10	255-10	270-10	285-10	300-10	315-10	330-10	345-10	0-20	15-20	30-20	45-20	60-20	75-20	90-20	105-20	120-20	135-20	150-20	165-20	180-20	195-20	210-20	225-20	240-20	255-20	270-20	285-20	300-20	315-20	330-20	345-20	0-30	15-30	30-30	45-30	60-30	75-30	90-30	105-30	120-30	135-30	150-30	165-30	180-30	195-30	210-30	225-30	240-30	255-30	270-30	285-30	300-30	315-30	330-30	345-30
10-22	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10-23	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11-00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11-01	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11-02	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11-03	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11-04	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11-05	14.6302	19.9094	26.8759	34.4233	41.5335	47.4109	51.4977	53.4515	53.1203	50.5298	45.8855	39.5914	32.2736	24.7985	18.2306	13.7249	12.1666	12.1580	12.1580	12.1582	12.1586	12.1589	12.1594	12.1599	12.3385	17.4798	31.1455	46.9563	61.6171	73.4158	81.4509	85.2463	84.6017	79.5512	70.3685	57.6315	42.4309	26.8512	14.9213	12.3342	12.3338	12.3337	12.3339	12.3342	12.3348	12.3357	12.3366	12.3376	12.3543	15.1381	34.6395	58.3733	79.8074	96.6753	108.0214	113.3507	112.4449	105.3419	92.3372	74.0255	51.6138	28.1777	13.0230	12.3486	12.3481	12.3479	12.3481	12.3487	12.3496	12.3508	12.3521	12.3536
11-06	99.1276	114.2078	129.0791	142.6151	153.8787	162.1541	166.9490	167.9897	165.2181	158.7916	149.0839	136.6898	122.4275	107.3270	92.5737	79.3715	68.7245	61.2407	57.0892	56.1929	58.5193	64.1614	73.1268	85.0580	84.3810	113.8234	143.0225	169.2332	190.6943	206.2644	215.2138	217.1468	211.9804	199.9426	181.5797	157.7965	129.9857	100.3185	72.1418	49.9724	38.3487	36.1025	36.1025	36.1025	36.1025	36.1025	41.6253	58.7422	68.1704	110.1988	152.7678	190.4610	220.8973	242.7835	255.3025	257.9984	250.7750	233.9001	207.9973	174.0746	133.8009	90.6227	52.7245	36.8026	36.5790	36.5790	36.5790	36.5790	36.5790	36.5790	36.5790	39.2743
11-07	216.1550	231.0592	244.8826	256.7476	265.9372	271.9174	274.3496	273.0991	268.2356	260.0342	248.9671	235.6937	221.0421	205.9787	191.5557	178.8317	168.7678	162.1258	159.3998	160.7892	166.1948	175.2190	187.1811	201.1736	206.5252	235.9589	262.8278	285.5705	302.9996	314.2609	318.8213	316.4698	307.3188	291.8020	270.6719	245.0055	216.2342	186.2054	157.2167	131.8464	112.3982	100.1657	95.3372	97.7267	107.4838	124.6876	148.3889	176.5254	191.4725	234.8566	273.8934	306.5271	331.3215	347.2547	353.6883	350.3642	337.4217	315.3907	285.1725	248.0600	205.8646	161.3591	119.1086	85.7840	67.7857	63.8809	63.5896	63.5896	64.9871	77.5703	106.6526	146.9907
11-08	317.1102	328.8685	339.2956	347.7399	353.6897	356.7919	356.8653	353.9062	348.0884	339.7575	329.4180	317.7141	305.4024	293.3124	282.2959	273.1629	266.6100	263.1512	263.0623	266.3514	272.7568	281.7763	292.7208	304.7829	312.9553	336.0599	356.3026	372.5413	383.9046	389.8033	389.9382	384.3050	373.1929	357.1802	337.1250	314.1533	289.6456	265.2111	242.6251	223.6905	210.0132	202.7703	202.5744	209.4459	222.8097	241.5176	263.9777	288.3861	301.4804	335.4554	364.8764	388.2753	404.5523	412.9705	413.1583	405.1125	389.1960	366.1346	337.0109	303.2700	266.7615	229.8436	195.4588	166.8722	146.8078	136.5475	136.2258	145.8896	165.4714	193.6991	227.9123	264.8333
11-09	426.7692	436.0056	443.6614	449.2535	452.4359	453.0134	450.9513	446.3760	439.5698	430.9584	421.0912	410.6127	400.2283	390.6581	382.5865	376.6079	373.1725	372.5433	374.7690	379.6791	386.9012	395.8981	406.0177	416.5475	426.8494	444.9481	459.8370	470.6521	476.7833	477.8924	473.9197	465.0860	451.8860	435.0757	415.6511	394.8161	373.9369	354.4733	337.8815	325.4825	318.3128	316.9915	321.6357	331.8433	346.7485	365.1366	385.5906	406.6352	417.4595	444.0083	465.6909	481.3581	490.1929	491.6547	486.0752	473.2999	454.1300	429.5639	400.9375	369.9079	338.4331	308.7280	283.1386	263.8833	252.7105	250.6383	257.8598	273.7281	296.7951	325.0021	356.0134	387.5281
11-10	486.6830	492.3233	496.3298	498.4471	498.5417	496.6078	492.7689	487.2697	480.4644	472.7979	464.7799	456.9542	449.8628	444.0066	439.8076	437.5724	437.4667	439.4985	443.5186	449.2336	456.2311	464.0151	472.0444	479.7723	490.2421	501.2867	508.8546	512.6851	512.8392	509.3100	502.1491	491.3895	478.0097	462.8443	446.8712	431.1621	416.8175	404.8872	396.2813	391.6787	391.4516	395.6208	403.8528	415.4984	429.6660	445.3118	461.3308	476.6392	483.0551	499.2474	510.1776	515.4924	515.7611	510.8415	500.5128	484.7550	465.0623	442.5989	418.7579	395.1092	373.3225	355.0514	341.7794	334.6420	334.2725	340.7095	353.3897	371.2279	392.7661	416.3516	440.2977	463.0071
11-11	552.8922	554.4789	554.5683	553.1555	550.3320	546.2744	540.9340	534.9222	528.6418	522.5196	516.9769	512.4007	509.1147	507.3538	507.2447	508.7958	511.8963	516.3249	521.7681	527.8448	534.1344	540.2082	545.6574	549.9110	557.8684	560.7744	560.9354	558.3434	553.0133	545.0395	534.5030	522.5918	510.0888	497.8374	486.6888	477.4402	470.7713	467.1837	466.9521	470.0964	476.3792	485.3289	496.2860	508.4612	521.0020	533.0544	543.8205	552.1879	551.8239	556.1711	556.4089	552.5832	544.4563	532.0573	516.5005	498.8348	480.1931	461.8203	445.0013	430.9692	420.8001	415.3037	414.9307	419.7168	429.2767	442.8505	459.3910	477.6730	496.4008	514.3067	530.2286	543.1713
11-12	560.9277	558.3898	554.5412	549.4356	543.4396	537.0665	530.7478	524.9170	519.9791	516.2815	514.0868	513.5522	514.7163	517.4967	521.6952	527.0148	533.0828	539.4784	545.7644	551.5158	556.1196	559.5045	561.4666	561.9250	566.6341	561.9679	554.4953	544.3322	532.4639	519.7945	507.1742	495.4728	485.5182	478.0340	473.5761	472.4820	474.8366	480.4638	488.9432	499.6500	511.8121	524.5735	537.0593	548.4361	557.6039	563.9974	567.6831	568.5799	561.1808	554.0256	542.3610	527.1795	509.5993	490.7433	471.8613	454.2568	439.2002	427.8255	421.0213	419.3357	422.9097	431.4598	444.3102	460.4703	478.7374	497.8065	516.3724	533.2140	547.2631	557.2399	562.7172	564.0330
11-13	554.9932	547.6527	539.3233	530.5605	521.9585	514.1105	507.5661	502.7911	500.1295	499.7751	501.7538	505.9226	511.9803	519.4944	527.9352	536.7173	545.2415	552.9353	559.2901	563.8913	566.4411	566.7761	564.8754	560.8614	559.9628	545.5176	529.0463	511.6205	494.4094	478.6094	465.3580	455.6421	450.2061	449.4753	453.5094	461.9942	474.2769	489.4342	506.3612	523.8658	540.7576	555.9250	568.3981	576.9907	581.5715	582.1590	578.8171	571.4285	552.4442	531.1817	506.8128	480.8730	455.0755	431.2215	411.0765	396.2218	387.8738	386.7403	392.9220	405.8986	424.5989	447.5337	472.9697	499.0918	524.1391	546.5063	564.8192	577.4437	583.8609	584.7282	579.9784	569.3048
11-14	478.3978	467.4076	456.0138	444.9908	435.1075	427.0719	421.4735	418.7302	419.0502	422.4096	428.5560	437.0321	447.2191	458.3903	469.7693	480.5857	490.1255	497.7723	503.0412	505.6024	505.2974	502.1456	496.3435	488.2561	479.4046	457.6932	434.9814	412.7926	392.7019	376.2199	364.6532	358.9563	359.6121	366.5679	379.2411	396.5956	417.2689	439.7206	462.3712	483.7134	502.3950	517.2796	527.4900	532.4384	531.8446	525.7451	514.4894	498.7311	469.6105	437.5117	403.6078	370.1220	339.4707	314.0938	296.1760	287.3217	288.3306	299.1150	318.7098	345.3785	376.8566	410.6770	444.4357	475.9474	503.3208	525.0036	539.8160	546.7055	545.9095	537.2768	520.9344	497.9585
11-15	386.4733	371.7293	357.2438	344.0314	333.0536	325.1369	320.8928	320.6547	324.4422	331.9584	342.6221	355.6278	370.0244	384.7973	398.9455	411.5448	421.7980	429.0732	432.9307	433.1398	429.6891	422.7853	412.8459	400.4822	382.7168	353.3883	324.1796	297.1821	274.5007	258.0205	249.1502	248.6482	256.5571	272.2038	294.2547	320.8712	349.9569	379.4014	407.2476	431.7810	451.5792	465.5417	472.9153	473.3098	466.7067	453.4591	434.2829	410.2405	369.8122	326.1562	282.0887	240.9584	206.4334	181.7338	168.7570	168.0623	179.6331	202.9963	236.4824	277.0336	320.9833	364.8979	405.8981	441.6446	470.2683	490.3475	500.9156	501.4751	492.0043	472.9569	445.2538	410.2680
11-16	281.1519	262.7925	245.5517	230.6954	219.3474	212.3742	210.3047	213.2938	221.1161	233.1774	248.5590	266.1031	284.5303	302.5574	318.9934	332.8017	343.1488	349.4281	351.2792	348.5970	341.5351	330.5013	316.1453	299.3399	270.3932	233.6327	198.8058	168.9073	146.5300	133.2083	129.3736	135.0102	150.0570	173.9267	204.9041	240.2943	277.1035	312.5949	344.4920	370.9760	390.6517	402.5251	406.0123	400.9454	387.5743	366.5623	338.9787	306.2913	252.4976	197.7844	146.7223	106.4997	82.8490	74.8879	74.1090	76.2676	86.7673	113.2239	155.6384	207.7269	262.4440	314.6354	360.9206	398.9549	427.0127	443.8721	448.8102	441.6192	422.6124	392.6139	352.9405	305.4116
11-17	138.6413	121.3364	106.2857	94.5788	86.8616	83.3561	84.0711	88.9953	98.0646	110.9399	126.8367	144.5661	162.7363	179.9720	195.0620	207.0265	215.1396	218.9313	218.1879	212.9518	203.5197	190.4443	174.5328	156.8410	121.9890	89.1657	64.1856	50.7972	47.3188	47.0271	47.1301	48.5109	54.7120	71.7086	99.4782	133.6213	169.3584	202.9827	231.9756	254.6524	269.8822	276.9598	275.5688	265.7736	248.0194	223.1430	192.4269	157.7660	102.4365	60.4239	47.4276	47.4565	47.4785	47.4905	47.4924	47.4886	47.4754	49.5204	72.7750	119.1451	171.2291	220.0289	261.5116	293.6096	315.0281	324.9472	322.9911	309.2393	284.2223	248.9095	204.7772	154.2737
11-18	27.3654	21.9536	19.6871	19.2264	19.1682	19.1694	19.1692	19.5518	20.8587	24.5734	31.4326	40.4073	50.2318	59.7028	67.8285	73.8807	77.3804	78.0730	75.9087	71.0405	63.8333	54.8873	45.0636	35.4737	20.4376	19.3997	19.4103	19.4190	19.4227	19.4235	19.4232	19.4215	19.4162	19.5530	25.5468	41.8630	61.8532	81.1024	97.2485	109.0287	115.7519	117.0766	112.9388	103.5412	89.3870	71.4083	51.3154	32.3244	19.4061	19.4242	19.4352	19.4352	19.4352	19.4352	19.4352	19.4352	19.4352	19.4326	21.5570	42.1608	71.8473	100.0285	123.1372	139.7599	149.1795	151.0290	145.2390	132.0337	111.9446	85.9502	56.2066	28.6850
11-19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11-20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11-21	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11-22	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11-23	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12-00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12-01	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12-02	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12-03	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12-04	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12-05	14.3589	18.6667	24.8044	31.7710	38.5816	44.4373	48.7624	51.1877	51.5238	49.7450	45.9864	40.5591	33.9700	26.9473	20.4269	15.4349	13.1009	12.7923	12.7924	12.7926	12.7929	12.7932	12.7936	12.7939	12.9017	15.3020	26.5090	40.9988	55.0995	66.8982	75.4090	80.1115	80.7605	77.3235	69.9727	59.1288	45.5983	30.9248	18.1077	12.8986	12.8985	12.8986	12.8988	12.8993	12.8998	12.9005	12.9012	12.9017	12.8460	13.2473	27.5013	49.2725	70.0174	86.9290	98.9386	105.5250	106.4323	101.6257	91.2871	75.8373	56.1151	34.1318	15.7788	12.8417	12.8415	12.8415	12.8419	12.8425	12.8433	12.8443	12.8453	12.8460
12-06	101.1283	117.2575	133.5541	148.7607	161.8032	171.8405	178.2717	180.7310	179.0820	173.4164	164.0546	151.5503	136.6957	120.5197	104.2487	89.1984	76.5678	67.1924	61.4439	59.3182	60.7447	65.7699	74.4340	86.4725	80.4405	111.6013	143.6353	173.1925	198.1128	217.0141	229.0063	233.5673	230.5053	219.9511	202.3620	178.5496	149.7784	118.0132	86.3348	59.1953	41.5627	36.1044	36.1044	36.1044	36.1044	36.1044	39.8057	54.8775	59.6915	102.7905	149.5158	192.2061	227.6377	254.2166	270.9732	277.3253	273.0551	258.3137	233.6167	199.8520	158.4414	112.1128	67.2588	38.4395	36.7272	36.7272	36.7272	36.7272	36.7272	36.7272	36.7272	37.2722
12-07	238.3227	257.2580	275.2883	291.2495	304.1698	313.2993	318.1262	318.3859	314.0649	305.4014	292.8802	277.2251	259.3825	240.4949	221.8503	204.7971	190.6236	180.4191	174.9619	174.6598	179.5354	189.2259	202.9952	219.7850	219.2322	256.8855	292.1231	322.8096	347.3261	364.4884	373.5092	373.9871	365.9036	349.6235	325.8944	295.8545	261.0668	223.5940	186.0862	151.7205	123.7127	104.3831	94.5303	93.9993	102.7489	121.0004	148.1042	181.8963	193.7465	249.5709	301.0566	345.2242	380.1185	404.3665	417.0558	417.7195	406.3392	383.3439	349.6048	306.4433	255.7276	200.2581	144.6770	96.4613	64.5363	53.6161	52.5118	52.5118	53.1998	62.4158	91.8096	138.5557
12-08	361.2694	377.1698	391.7461	404.0793	413.4200	419.2168	421.1343	419.0633	413.1237	403.6609	391.2341	376.5995	360.6797	344.5235	329.2473	315.9583	305.6627	299.1675	296.9941	299.3197	305.9567	316.3743	329.7570	345.0925	349.6738	381.1239	409.5420	433.3050	451.1424	462.1449	465.7691	461.8406	450.5556	432.4768	408.5304	379.9986	348.5113	316.0326	284.8145	257.2695	235.7179	222.0508	217.4632	222.3502	236.2968	258.0890	285.8188	317.1539	329.1118	375.6976	417.1972	451.5177	477.0772	492.7609	497.9092	492.3135	476.2149	450.3023	415.7144	374.0494	327.4097	278.5206	230.9053	188.8299	156.5244	136.7738	130.3269	137.1643	157.3470	190.0218	232.3741	280.1628
12-09	475.5410	487.9713	498.8054	507.3572	513.0978	515.6783	514.9437	510.9390	503.9074	494.2798	482.6572	469.7838	456.5083	443.7353	432.3661	423.2294	417.0112	414.1887	414.9823	419.3309	426.8989	437.1111	449.2097	462.3240	469.9010	494.3792	515.5112	532.0655	543.1166	548.0658	546.6511	538.9508	525.3817	506.6913	483.9423	458.4871	431.9273	406.0500	382.7285	363.7772	350.7663	344.8243	346.4820	355.5954	371.3648	392.4491	417.1440	443.5811	453.0804	489.2044	520.0954	544.1199	559.9418	566.7796	564.9309	554.0554	534.4238	507.2290	473.8619	436.1365	396.2799	356.9112	320.9599	291.4395	271.0431	261.6960	264.2817	278.5653	303.2085	335.9127	373.7824	413.7826
12-10	549.2400	557.0119	563.1551	567.2772	569.1182	568.5631	565.6477	560.5559	553.6111	545.2597	536.0488	526.5926	517.5364	509.5124	503.0928	498.7442	496.7871	497.3680	500.4442	505.7886	513.0098	521.5871	530.9139	540.3443	547.8899	563.1655	575.0597	582.7242	586.1527	585.2091	579.8907	570.0889	556.4864	540.0351	521.7626	502.8557	484.5985	468.2906	455.1479	446.1916	442.1411	443.3300	449.6637	460.6317	475.3668	492.7432	511.4875	530.2885	534.0642	556.5692	573.9941	585.0550	589.6393	588.4442	581.0464	566.7254	546.7592	522.4694	495.2922	466.9307	439.2885	414.3663	394.1100	380.2103	373.8882	375.7193	385.5445	402.4943	425.1147	451.5669	479.8441	507.9561
